epoch,grad_norm,learning_rate,loss,step,total_flos,train_loss,train_runtime,train_samples_per_second,train_steps_per_second
0.023255813953488372,1.6873595714569092,0.0002,3.1199,1,,,,,
0.046511627906976744,1.8349026441574097,0.0001996,3.7812,2,,,,,
0.06976744186046512,1.328194260597229,0.00019920000000000002,3.5322,3,,,,,
0.09302325581395349,1.580308437347412,0.0001988,3.1781,4,,,,,
0.11627906976744186,1.7351670265197754,0.0001984,3.2184,5,,,,,
0.13953488372093023,1.294201135635376,0.00019800000000000002,3.1813,6,,,,,
0.16279069767441862,1.3797739744186401,0.0001976,2.7256,7,,,,,
0.18604651162790697,1.614784598350525,0.0001972,2.9138,8,,,,,
0.20930232558139536,1.9303418397903442,0.0001968,2.6304,9,,,,,
0.23255813953488372,1.3972523212432861,0.0001964,3.0919,10,,,,,
0.2558139534883721,2.153648853302002,0.000196,2.6237,11,,,,,
0.27906976744186046,1.6014846563339233,0.0001956,3.2216,12,,,,,
0.3023255813953488,1.7559731006622314,0.0001952,3.088,13,,,,,
0.32558139534883723,1.6545183658599854,0.0001948,3.1074,14,,,,,
0.3488372093023256,1.4725528955459595,0.0001944,2.5827,15,,,,,
0.37209302325581395,1.6427704095840454,0.000194,2.497,16,,,,,
0.3953488372093023,1.6032541990280151,0.00019360000000000002,2.7859,17,,,,,
0.4186046511627907,1.676496148109436,0.0001932,2.6533,18,,,,,
0.4418604651162791,1.4089314937591553,0.0001928,2.5129,19,,,,,
0.46511627906976744,1.3125096559524536,0.00019240000000000001,3.0222,20,,,,,
0.4883720930232558,1.2888027429580688,0.000192,2.1634,21,,,,,
0.5116279069767442,1.3955187797546387,0.0001916,2.6214,22,,,,,
0.5348837209302325,1.3268986940383911,0.0001912,2.4887,23,,,,,
0.5581395348837209,1.7441186904907227,0.0001908,2.4886,24,,,,,
0.5813953488372093,1.6382070779800415,0.0001904,2.3643,25,,,,,
0.6046511627906976,1.5697511434555054,0.00019,2.3116,26,,,,,
0.627906976744186,1.7417576313018799,0.0001896,2.0435,27,,,,,
0.6511627906976745,1.1840546131134033,0.0001892,2.3122,28,,,,,
0.6744186046511628,1.4646018743515015,0.0001888,2.2864,29,,,,,
0.6976744186046512,1.7109097242355347,0.0001884,2.3791,30,,,,,
0.7209302325581395,1.2895411252975464,0.000188,2.3975,31,,,,,
0.7441860465116279,1.7588155269622803,0.0001876,1.9484,32,,,,,
0.7674418604651163,1.5835416316986084,0.00018720000000000002,2.3731,33,,,,,
0.7906976744186046,1.6398967504501343,0.00018680000000000001,2.5581,34,,,,,
0.813953488372093,1.5354106426239014,0.00018640000000000003,2.0741,35,,,,,
0.8372093023255814,1.7144098281860352,0.00018600000000000002,1.7376,36,,,,,
0.8604651162790697,1.5742250680923462,0.0001856,2.0491,37,,,,,
0.8837209302325582,1.3429794311523438,0.00018520000000000003,2.0978,38,,,,,
0.9069767441860465,1.4576495885849,0.00018480000000000002,1.9042,39,,,,,
0.9302325581395349,1.8693599700927734,0.0001844,2.2016,40,,,,,
0.9534883720930233,1.5152760744094849,0.00018400000000000003,2.1617,41,,,,,
0.9767441860465116,1.4675308465957642,0.00018360000000000002,1.6603,42,,,,,
1.0,1.576171875,0.0001832,2.1419,43,,,,,
1.0232558139534884,1.8288933038711548,0.00018280000000000003,2.0451,44,,,,,
1.0465116279069768,1.699946641921997,0.00018240000000000002,2.0525,45,,,,,
1.069767441860465,1.901078224182129,0.000182,2.6791,46,,,,,
1.0930232558139534,1.535461664199829,0.00018160000000000002,1.9763,47,,,,,
1.1162790697674418,2.110103130340576,0.0001812,1.7773,48,,,,,
1.1395348837209303,1.8966760635375977,0.0001808,1.8882,49,,,,,
1.1627906976744187,1.758491039276123,0.00018040000000000002,2.6965,50,,,,,
1.1860465116279069,2.078533411026001,0.00018,2.0929,51,,,,,
1.2093023255813953,1.8947882652282715,0.0001796,2.2812,52,,,,,
1.2325581395348837,1.6998852491378784,0.00017920000000000002,1.8826,53,,,,,
1.255813953488372,1.9130029678344727,0.0001788,1.8521,54,,,,,
1.2790697674418605,1.8103946447372437,0.0001784,1.381,55,,,,,
1.302325581395349,2.3698923587799072,0.00017800000000000002,2.317,56,,,,,
1.3255813953488373,2.3053345680236816,0.0001776,1.4839,57,,,,,
1.3488372093023255,2.7020978927612305,0.0001772,1.2238,58,,,,,
1.372093023255814,1.745176911354065,0.00017680000000000001,1.814,59,,,,,
1.3953488372093024,1.9162853956222534,0.0001764,1.3638,60,,,,,
1.4186046511627908,2.2662906646728516,0.00017600000000000002,1.4202,61,,,,,
1.441860465116279,2.3897862434387207,0.0001756,1.5448,62,,,,,
1.4651162790697674,2.349670171737671,0.0001752,1.1317,63,,,,,
1.4883720930232558,2.375720977783203,0.00017480000000000002,1.0852,64,,,,,
1.5116279069767442,2.691782236099243,0.0001744,1.3652,65,,,,,
1.5348837209302326,1.9683440923690796,0.000174,1.1621,66,,,,,
1.558139534883721,2.909287452697754,0.00017360000000000002,2.0792,67,,,,,
1.5813953488372094,1.9549821615219116,0.0001732,1.5263,68,,,,,
1.6046511627906976,2.3244564533233643,0.0001728,0.8688,69,,,,,
1.627906976744186,1.827657699584961,0.00017240000000000002,1.2837,70,,,,,
1.6511627906976745,2.3541502952575684,0.000172,0.766,71,,,,,
1.6744186046511627,2.3716015815734863,0.0001716,1.4993,72,,,,,
1.697674418604651,2.7115440368652344,0.00017120000000000001,2.0408,73,,,,,
1.7209302325581395,2.3042609691619873,0.0001708,1.4134,74,,,,,
1.744186046511628,2.3336501121520996,0.0001704,1.3987,75,,,,,
1.7674418604651163,2.2026994228363037,0.00017,1.3273,76,,,,,
1.7906976744186047,1.9020906686782837,0.0001696,1.125,77,,,,,
1.8139534883720931,1.613538384437561,0.0001692,1.4306,78,,,,,
1.8372093023255816,2.27634859085083,0.0001688,1.4145,79,,,,,
1.8604651162790697,2.129453659057617,0.0001684,1.4435,80,,,,,
1.8837209302325582,2.107506275177002,0.000168,1.153,81,,,,,
